date,lake,funct,model,mgO2_day
9/4/21,ASH,GPP2,bayes,0.089145357
9/4/21,ASH,GPP2,book,0.249985111
9/4/21,ASH,R2,bayes,-0.022897245
9/4/21,ASH,R2,book,-0.128529096
9/4/21,ASH,NEP2,bayes,0.066248112
9/4/21,ASH,NEP2,book,0.121456015
9/4/21,ASH,NEP3,bayes,0.066248112
9/4/21,ASH,NEP3,book,0.121456015
9/4/21,ASH,GPPsd,bayes,0.016027034
9/4/21,ASH,Rsd,bayes,0.015721693
9/4/21,ASH,NEPsd,bayes,0.022450778
9/5/21,ASH,GPP,bayes,0.18536544
9/5/21,ASH,GPP,book,0.698735895
9/5/21,ASH,R,bayes,-0.093700843
9/5/21,ASH,R,book,-0.426027653
9/5/21,ASH,NEP,bayes,0.091664597
9/5/21,ASH,NEP,book,0.083945574
9/5/21,ASH,GPP2,bayes,0.18536544
9/5/21,ASH,GPP2,book,0.698735895
9/5/21,ASH,R2,bayes,-0.093700843
9/5/21,ASH,R2,book,-0.426027653
9/5/21,ASH,NEP2,bayes,0.091664597
9/5/21,ASH,NEP2,book,0.272708242
9/5/21,ASH,NEP3,bayes,0.091664597
9/5/21,ASH,NEP3,book,0.272708242
9/5/21,ASH,GPPsd,bayes,0.019017248
9/5/21,ASH,Rsd,bayes,0.018628313
9/5/21,ASH,NEPsd,bayes,0.026620852
9/6/21,ASH,GPP,bayes,0.115981671
9/6/21,ASH,GPP,book,0.375541429
9/6/21,ASH,R,bayes,-0.060956402
9/6/21,ASH,R,book,-0.22038514
9/6/21,ASH,NEP,bayes,0.055025269
9/6/21,ASH,NEP,book,0.054525079
9/6/21,ASH,GPP2,bayes,0.115981671
9/6/21,ASH,GPP2,book,0.375541429
9/6/21,ASH,R2,bayes,-0.060956402
9/6/21,ASH,R2,book,-0.22038514
9/6/21,ASH,NEP2,bayes,0.055025269
9/6/21,ASH,NEP2,book,0.155156289
9/6/21,ASH,NEP3,bayes,0.055025269
9/6/21,ASH,NEP3,book,0.155156289
9/6/21,ASH,GPPsd,bayes,0.022261218
9/6/21,ASH,Rsd,bayes,0.021710319
9/6/21,ASH,NEPsd,bayes,0.031095012
9/7/21,ASH,GPP,bayes,0.10378446
9/7/21,ASH,GPP,book,0.300876855
9/7/21,ASH,R,bayes,-0.068374394
9/7/21,ASH,R,book,-0.178781175
9/7/21,ASH,NEP,bayes,0.035410066
9/7/21,ASH,NEP,book,0.040435107
9/7/21,ASH,GPP2,bayes,0.10378446
9/7/21,ASH,GPP2,book,0.300876855
9/7/21,ASH,R2,bayes,-0.068374394
9/7/21,ASH,R2,book,-0.178781175
9/7/21,ASH,NEP2,bayes,0.035410066
9/7/21,ASH,NEP2,book,0.12209568
9/7/21,ASH,NEP3,bayes,0.035410066
9/7/21,ASH,NEP3,book,0.12209568
9/7/21,ASH,GPPsd,bayes,0.019723751
9/7/21,ASH,Rsd,bayes,0.019708167
9/7/21,ASH,NEPsd,bayes,0.027882579
9/8/21,ASH,GPP,bayes,0.233378267
9/8/21,ASH,GPP,book,0.574985401
9/8/21,ASH,R,bayes,-0.180232064
9/8/21,ASH,R,book,-0.357146103
9/8/21,ASH,NEP,bayes,0.053146203
9/8/21,ASH,NEP,book,0.054525987
9/8/21,ASH,GPP2,bayes,0.233378267
9/8/21,ASH,GPP2,book,0.574985401
9/8/21,ASH,R2,bayes,-0.180232064
9/8/21,ASH,R2,book,-0.357146103
9/8/21,ASH,NEP2,bayes,0.053146203
9/8/21,ASH,NEP2,book,0.217839298
9/8/21,ASH,NEP3,bayes,0.053146203
9/8/21,ASH,NEP3,book,0.217839298
9/8/21,ASH,GPPsd,bayes,0.02008173
9/8/21,ASH,Rsd,bayes,0.020019701
9/8/21,ASH,NEPsd,bayes,0.028356028
9/9/21,ASH,GPP,bayes,0.11721769
9/9/21,ASH,GPP,book,0.086450365
9/9/21,ASH,R,bayes,0.049680112
9/9/21,ASH,R,book,0.052098463
9/9/21,ASH,NEP,bayes,0.166897801
9/9/21,ASH,NEP,book,0.163563145
9/9/21,ASH,GPP2,bayes,0.11721769
9/9/21,ASH,GPP2,book,0.086450365
9/9/21,ASH,R2,bayes,-0.049680112
9/9/21,ASH,R2,book,-0.052098463
9/9/21,ASH,NEP2,bayes,0.166897801
9/9/21,ASH,NEP2,book,0.034351902
9/9/21,ASH,NEP3,bayes,0.067537578
9/9/21,ASH,NEP3,book,0.034351902
9/9/21,ASH,GPPsd,bayes,0.019009712
9/9/21,ASH,Rsd,bayes,0.019134152
9/9/21,ASH,NEPsd,bayes,0.026971929
9/10/21,ASH,GPP,bayes,0.132815758
9/10/21,ASH,GPP,book,0.572595864
9/10/21,ASH,R,bayes,-0.1774573
9/10/21,ASH,R,book,-0.422021116
9/10/21,ASH,NEP,bayes,-0.044641543
9/10/21,ASH,NEP,book,-0.043151258
9/10/21,ASH,GPP2,bayes,0.132815758
9/10/21,ASH,GPP2,book,0.572595864
9/10/21,ASH,R2,bayes,-0.1774573
9/10/21,ASH,R2,book,-0.422021116
9/10/21,ASH,NEP2,bayes,-0.044641543
9/10/21,ASH,NEP2,book,0.150574749
9/10/21,ASH,NEP3,bayes,-0.044641543
9/10/21,ASH,NEP3,book,0.150574749
9/10/21,ASH,GPPsd,bayes,0.024386518
9/10/21,ASH,Rsd,bayes,0.023603005
9/10/21,ASH,NEPsd,bayes,0.033938239
9/11/21,ASH,GPP,bayes,-0.135355125
9/11/21,ASH,GPP,book,-0.182957576
9/11/21,ASH,R,bayes,0.164516371
9/11/21,ASH,R,book,0.155141605
9/11/21,ASH,NEP,bayes,0.029161246
9/11/21,ASH,NEP,book,0.04359333
9/11/21,ASH,GPP2,bayes,0.135355125
9/11/21,ASH,GPP2,book,0.182957576
9/11/21,ASH,R2,bayes,-0.164516371
9/11/21,ASH,R2,book,-0.155141605
9/11/21,ASH,NEP2,bayes,0.029161246
9/11/21,ASH,NEP2,book,0.02781597
9/11/21,ASH,NEP3,bayes,-0.029161246
9/11/21,ASH,NEP3,book,0.02781597
9/11/21,ASH,GPPsd,bayes,0.017192805
9/11/21,ASH,Rsd,bayes,0.017012592
9/11/21,ASH,NEPsd,bayes,0.024187204
9/12/21,ASH,GPP,bayes,0.063011243
9/12/21,ASH,GPP,book,0.281413503
9/12/21,ASH,R,bayes,0.08926121
9/12/21,ASH,R,book,-0.08003263
9/12/21,ASH,NEP,bayes,0.152272453
9/12/21,ASH,NEP,book,0.164731657
9/12/21,ASH,GPP2,bayes,0.063011243
9/12/21,ASH,GPP2,book,0.281413503
9/12/21,ASH,R2,bayes,-0.08926121
9/12/21,ASH,R2,book,-0.08003263
9/12/21,ASH,NEP2,bayes,0.152272453
9/12/21,ASH,NEP2,book,0.201380873
9/12/21,ASH,NEP3,bayes,-0.026249966
9/12/21,ASH,NEP3,book,0.201380873
9/12/21,ASH,GPPsd,bayes,0.024236694
9/12/21,ASH,Rsd,bayes,0.024349668
9/12/21,ASH,NEPsd,bayes,0.034355839
9/13/21,ASH,GPP,bayes,0.123091387
9/13/21,ASH,GPP,book,0.025365536
9/13/21,ASH,R,bayes,-0.035585802
9/13/21,ASH,R,book,0.042338767
9/13/21,ASH,NEP,bayes,0.087505585
9/13/21,ASH,NEP,book,0.088310879
9/13/21,ASH,GPP2,bayes,0.123091387
9/13/21,ASH,GPP2,book,0.025365536
9/13/21,ASH,R2,bayes,-0.035585802
9/13/21,ASH,R2,book,-0.042338767
9/13/21,ASH,NEP2,bayes,0.087505585
9/13/21,ASH,NEP2,book,-0.016973231
9/13/21,ASH,NEP3,bayes,0.087505585
9/13/21,ASH,NEP3,book,-0.016973231
9/13/21,ASH,GPPsd,bayes,0.018150451
9/13/21,ASH,Rsd,bayes,0.018301295
9/13/21,ASH,NEPsd,bayes,0.025775497
9/14/21,ASH,GPP,bayes,0.086315386
9/14/21,ASH,GPP,book,0.463311692
9/14/21,ASH,R,bayes,-0.027401682
9/14/21,ASH,R,book,-0.243536634
9/14/21,ASH,NEP,bayes,0.058913705
9/14/21,ASH,NEP,book,0.105504316
9/14/21,ASH,GPP2,bayes,0.086315386
9/14/21,ASH,GPP2,book,0.463311692
9/14/21,ASH,R2,bayes,-0.027401682
9/14/21,ASH,R2,book,-0.243536634
9/14/21,ASH,NEP2,bayes,0.058913705
9/14/21,ASH,NEP2,book,0.219775058
9/14/21,ASH,NEP3,bayes,0.058913705
9/14/21,ASH,NEP3,book,0.219775058
9/14/21,ASH,GPPsd,bayes,0.023252465
9/14/21,ASH,Rsd,bayes,0.023701484
9/14/21,ASH,NEPsd,bayes,0.033202974
9/15/21,ASH,GPP,bayes,0.066595605
9/15/21,ASH,GPP,book,-0.105047806
9/15/21,ASH,R,bayes,0.055650763
9/15/21,ASH,R,book,0.152665842
9/15/21,ASH,NEP,bayes,0.122246368
9/15/21,ASH,NEP,book,0.120547373
9/15/21,ASH,GPP2,bayes,0.066595605
9/15/21,ASH,GPP2,book,0.105047806
9/15/21,ASH,R2,bayes,-0.055650763
9/15/21,ASH,R2,book,-0.152665842
9/15/21,ASH,NEP2,bayes,0.122246368
9/15/21,ASH,NEP2,book,-0.047618036
9/15/21,ASH,NEP3,bayes,0.010944842
9/15/21,ASH,NEP3,book,-0.047618036
9/15/21,ASH,GPPsd,bayes,0.019177599
9/15/21,ASH,Rsd,bayes,0.018880861
9/15/21,ASH,NEPsd,bayes,0.026912213
9/16/21,ASH,GPP,bayes,0.073049953
9/16/21,ASH,GPP,book,-0.119193894
9/16/21,ASH,R,bayes,0.119466967
9/16/21,ASH,R,book,0.216206334
9/16/21,ASH,NEP,bayes,0.19251692
9/16/21,ASH,NEP,book,0.200502253
9/16/21,ASH,GPP2,bayes,0.073049953
9/16/21,ASH,GPP2,book,0.119193894
9/16/21,ASH,R2,bayes,-0.119466967
9/16/21,ASH,R2,book,-0.216206334
9/16/21,ASH,NEP2,bayes,0.19251692
9/16/21,ASH,NEP2,book,-0.097012441
9/16/21,ASH,NEP3,bayes,-0.046417014
9/16/21,ASH,NEP3,book,-0.097012441
9/16/21,ASH,GPPsd,bayes,0.017573083
9/16/21,ASH,Rsd,bayes,0.01648054
9/16/21,ASH,NEPsd,bayes,0.024091937
9/17/21,ASH,GPP,bayes,0.150673289
9/17/21,ASH,GPP,book,0.407026682
9/17/21,ASH,R,bayes,-0.085362793
9/17/21,ASH,R,book,-0.233172967
9/17/21,ASH,NEP,bayes,0.065310496
9/17/21,ASH,NEP,book,0.064190023
9/17/21,ASH,GPP2,bayes,0.150673289
9/17/21,ASH,GPP2,book,0.407026682
9/17/21,ASH,R2,bayes,-0.085362793
9/17/21,ASH,R2,book,-0.233172967
9/17/21,ASH,NEP2,bayes,0.065310496
9/17/21,ASH,NEP2,book,0.173853715
9/17/21,ASH,NEP3,bayes,0.065310496
9/17/21,ASH,NEP3,book,0.173853715
9/17/21,ASH,GPPsd,bayes,0.014228752
9/17/21,ASH,Rsd,bayes,0.01434085
9/17/21,ASH,NEPsd,bayes,0.020201914
9/18/21,ASH,GPP,bayes,-0.084594698
9/18/21,ASH,GPP,book,0.181774121
9/18/21,ASH,R,bayes,0.158821056
9/18/21,ASH,R,book,-0.08065457
9/18/21,ASH,NEP,bayes,0.074226357
9/18/21,ASH,NEP,book,0.062345422
9/18/21,ASH,GPP2,bayes,0.084594698
9/18/21,ASH,GPP2,book,0.181774121
9/18/21,ASH,R2,bayes,-0.158821056
9/18/21,ASH,R2,book,-0.08065457
9/18/21,ASH,NEP2,bayes,0.074226357
9/18/21,ASH,NEP2,book,0.101119551
9/18/21,ASH,NEP3,bayes,-0.074226357
9/18/21,ASH,NEP3,book,0.101119551
9/18/21,ASH,GPPsd,bayes,0.017574855
9/18/21,ASH,Rsd,bayes,0.017213376
9/18/21,ASH,NEPsd,bayes,0.024600322
7/25/20,SUM,GPP,bayes,-0.0839343
7/25/20,SUM,GPP,book,-0.481779423
7/25/20,SUM,R,bayes,0.222455351
7/25/20,SUM,R,book,0.464216213
7/25/20,SUM,NEP,bayes,0.138521051
7/25/20,SUM,NEP,book,0.151119866
7/25/20,SUM,GPP2,bayes,0.0839343
7/25/20,SUM,GPP2,book,0.481779423
7/25/20,SUM,R2,bayes,-0.222455351
7/25/20,SUM,R2,book,-0.464216213
7/25/20,SUM,NEP2,bayes,0.138521051
7/25/20,SUM,NEP2,book,0.01756321
7/25/20,SUM,NEP3,bayes,-0.138521051
7/25/20,SUM,NEP3,book,0.01756321
7/25/20,SUM,GPPsd,bayes,0.019576389
7/25/20,SUM,Rsd,bayes,0.019090443
7/25/20,SUM,NEPsd,bayes,0.027343739
7/26/20,SUM,GPP,bayes,-0.188400645
7/26/20,SUM,GPP,book,-0.465739223
7/26/20,SUM,R,bayes,0.32269927
7/26/20,SUM,R,book,0.430435799
7/26/20,SUM,NEP,bayes,0.134298625
7/26/20,SUM,NEP,book,0.120971808
7/26/20,SUM,GPP2,bayes,0.188400645
7/26/20,SUM,GPP2,book,0.465739223
7/26/20,SUM,R2,bayes,-0.32269927
7/26/20,SUM,R2,book,-0.430435799
7/26/20,SUM,NEP2,bayes,0.134298625
7/26/20,SUM,NEP2,book,0.035303424
7/26/20,SUM,NEP3,bayes,-0.134298625
7/26/20,SUM,NEP3,book,0.035303424
7/26/20,SUM,GPPsd,bayes,0.02283472
7/26/20,SUM,Rsd,bayes,0.023431599
7/26/20,SUM,NEPsd,bayes,0.03271795
7/27/20,SUM,GPP,bayes,0.107237965
7/27/20,SUM,GPP,book,0.439977751
7/27/20,SUM,R,bayes,-0.013439926
7/27/20,SUM,R,book,-0.254186768
7/27/20,SUM,NEP,bayes,0.093798038
7/27/20,SUM,NEP,book,0.091103609
7/27/20,SUM,GPP2,bayes,0.107237965
7/27/20,SUM,GPP2,book,0.439977751
7/27/20,SUM,R2,bayes,-0.013439926
7/27/20,SUM,R2,book,-0.254186768
7/27/20,SUM,NEP2,bayes,0.093798038
7/27/20,SUM,NEP2,book,0.185790983
7/27/20,SUM,NEP3,bayes,0.093798038
7/27/20,SUM,NEP3,book,0.185790983
7/27/20,SUM,GPPsd,bayes,0.051609125
7/27/20,SUM,Rsd,bayes,0.050903521
7/27/20,SUM,NEPsd,bayes,0.072489104
7/28/20,SUM,GPP,bayes,0.050087278
7/28/20,SUM,GPP,book,0.183950255
7/28/20,SUM,R,bayes,-0.096462999
7/28/20,SUM,R,book,-0.173904837
7/28/20,SUM,NEP,bayes,-0.046375721
7/28/20,SUM,NEP,book,-0.055554691
7/28/20,SUM,GPP2,bayes,0.050087278
7/28/20,SUM,GPP2,book,0.183950255
7/28/20,SUM,R2,bayes,-0.096462999
7/28/20,SUM,R2,book,-0.173904837
7/28/20,SUM,NEP2,bayes,-0.046375721
7/28/20,SUM,NEP2,book,0.010045419
7/28/20,SUM,NEP3,bayes,-0.046375721
7/28/20,SUM,NEP3,book,0.010045419
7/28/20,SUM,GPPsd,bayes,0.019292379
7/28/20,SUM,Rsd,bayes,0.019014144
7/28/20,SUM,NEPsd,bayes,0.027087517
7/29/20,SUM,GPP,bayes,-0.055941316
7/29/20,SUM,GPP,book,-0.077582475
7/29/20,SUM,R,bayes,0.154299904
7/29/20,SUM,R,book,0.132916109
7/29/20,SUM,NEP,bayes,0.098358588
7/29/20,SUM,NEP,book,0.10591268
7/29/20,SUM,GPP2,bayes,0.055941316
7/29/20,SUM,GPP2,book,0.077582475
7/29/20,SUM,R2,bayes,-0.154299904
7/29/20,SUM,R2,book,-0.132916109
7/29/20,SUM,NEP2,bayes,0.098358588
7/29/20,SUM,NEP2,book,-0.055333634
7/29/20,SUM,NEP3,bayes,-0.098358588
7/29/20,SUM,NEP3,book,-0.055333634
7/29/20,SUM,GPPsd,bayes,0.013997878
7/29/20,SUM,Rsd,bayes,0.014455888
7/29/20,SUM,NEPsd,bayes,0.020122457
7/30/20,SUM,GPP,bayes,0.065437
7/30/20,SUM,GPP,book,0.748879354
7/30/20,SUM,R,bayes,0.144399328
7/30/20,SUM,R,book,-0.375070626
7/30/20,SUM,NEP,bayes,0.209836328
7/30/20,SUM,NEP,book,0.234787714
7/30/20,SUM,GPP2,bayes,0.065437
7/30/20,SUM,GPP2,book,0.748879354
7/30/20,SUM,R2,bayes,-0.144399328
7/30/20,SUM,R2,book,-0.375070626
7/30/20,SUM,NEP2,bayes,0.209836328
7/30/20,SUM,NEP2,book,0.373808728
7/30/20,SUM,NEP3,bayes,-0.078962327
7/30/20,SUM,NEP3,book,0.373808728
7/30/20,SUM,GPPsd,bayes,0.069810021
7/30/20,SUM,Rsd,bayes,0.067970809
7/30/20,SUM,NEPsd,bayes,0.097434439
7/31/20,SUM,GPP,bayes,-0.070543028
7/31/20,SUM,GPP,book,-0.01418036
7/31/20,SUM,R,bayes,0.207816036
7/31/20,SUM,R,book,0.122277823
7/31/20,SUM,NEP,bayes,0.137273007
7/31/20,SUM,NEP,book,0.155028232
7/31/20,SUM,GPP2,bayes,0.070543028
7/31/20,SUM,GPP2,book,0.01418036
7/31/20,SUM,R2,bayes,-0.207816036
7/31/20,SUM,R2,book,-0.122277823
7/31/20,SUM,NEP2,bayes,0.137273007
7/31/20,SUM,NEP2,book,-0.108097463
7/31/20,SUM,NEP3,bayes,-0.137273007
7/31/20,SUM,NEP3,book,-0.108097463
7/31/20,SUM,GPPsd,bayes,0.05228032
7/31/20,SUM,Rsd,bayes,0.051435367
7/31/20,SUM,NEPsd,bayes,0.0733405
8/1/20,SUM,GPP,bayes,0.101462726
8/1/20,SUM,GPP,book,0.480207055
8/1/20,SUM,R,bayes,0.091276923
8/1/20,SUM,R,book,-0.201696447
8/1/20,SUM,NEP,bayes,0.19273965
8/1/20,SUM,NEP,book,0.204293142
8/1/20,SUM,GPP2,bayes,0.101462726
8/1/20,SUM,GPP2,book,0.480207055
8/1/20,SUM,R2,bayes,-0.091276923
8/1/20,SUM,R2,book,-0.201696447
8/1/20,SUM,NEP2,bayes,0.19273965
8/1/20,SUM,NEP2,book,0.278510608
8/1/20,SUM,NEP3,bayes,0.010185803
8/1/20,SUM,NEP3,book,0.278510608
8/1/20,SUM,GPPsd,bayes,0.077865318
8/1/20,SUM,Rsd,bayes,0.076085235
8/1/20,SUM,NEPsd,bayes,0.108866756
8/2/20,SUM,GPP,bayes,0.174052633
8/2/20,SUM,GPP,book,1.266865763
8/2/20,SUM,R,bayes,-0.360959993
8/2/20,SUM,R,book,-1.047512126
8/2/20,SUM,NEP,bayes,-0.186907359
8/2/20,SUM,NEP,book,-0.174676441
8/2/20,SUM,GPP2,bayes,0.174052633
8/2/20,SUM,GPP2,book,1.266865763
8/2/20,SUM,R2,bayes,-0.360959993
8/2/20,SUM,R2,book,-1.047512126
8/2/20,SUM,NEP2,bayes,-0.186907359
8/2/20,SUM,NEP2,book,0.219353637
8/2/20,SUM,NEP3,bayes,-0.186907359
8/2/20,SUM,NEP3,book,0.219353637
8/2/20,SUM,GPPsd,bayes,0.064134189
8/2/20,SUM,Rsd,bayes,0.065470961
8/2/20,SUM,NEPsd,bayes,0.091649555
8/3/20,SUM,GPP,bayes,0.016838487
8/3/20,SUM,GPP,book,0.425761748
8/3/20,SUM,R,bayes,0.256312188
8/3/20,SUM,R,book,-0.00669366
8/3/20,SUM,NEP,bayes,0.273150675
8/3/20,SUM,NEP,book,0.419470959
8/3/20,SUM,GPP2,bayes,0.016838487
8/3/20,SUM,GPP2,book,0.425761748
8/3/20,SUM,R2,bayes,-0.256312188
8/3/20,SUM,R2,book,-0.00669366
8/3/20,SUM,NEP2,bayes,0.273150675
8/3/20,SUM,NEP2,book,0.419068089
8/3/20,SUM,NEP3,bayes,-0.239473701
8/3/20,SUM,NEP3,book,0.419068089
8/3/20,SUM,GPPsd,bayes,0.052568027
8/3/20,SUM,Rsd,bayes,0.05226571
8/3/20,SUM,NEPsd,bayes,0.074128954
8/4/20,SUM,GPP,bayes,-0.126224968
8/4/20,SUM,GPP,book,-0.57532847
8/4/20,SUM,R,bayes,0.279977446
8/4/20,SUM,R,book,0.565257809
8/4/20,SUM,NEP,bayes,0.153752478
8/4/20,SUM,NEP,book,0.211218616
8/4/20,SUM,GPP2,bayes,0.126224968
8/4/20,SUM,GPP2,book,0.57532847
8/4/20,SUM,R2,bayes,-0.279977446
8/4/20,SUM,R2,book,-0.565257809
8/4/20,SUM,NEP2,bayes,0.153752478
8/4/20,SUM,NEP2,book,0.010070661
8/4/20,SUM,NEP3,bayes,-0.153752478
8/4/20,SUM,NEP3,book,0.010070661
8/4/20,SUM,GPPsd,bayes,0.024101849
8/4/20,SUM,Rsd,bayes,0.024306882
8/4/20,SUM,NEPsd,bayes,0.034230448
8/5/20,SUM,GPP,bayes,-0.068146392
8/5/20,SUM,GPP,book,0.105751333
8/5/20,SUM,R,bayes,0.262889259
8/5/20,SUM,R,book,0.052735428
8/5/20,SUM,NEP,bayes,0.194742868
8/5/20,SUM,NEP,book,0.180246697
8/5/20,SUM,GPP2,bayes,0.068146392
8/5/20,SUM,GPP2,book,0.105751333
8/5/20,SUM,R2,bayes,-0.262889259
8/5/20,SUM,R2,book,-0.052735428
8/5/20,SUM,NEP2,bayes,0.194742868
8/5/20,SUM,NEP2,book,0.053015905
8/5/20,SUM,NEP3,bayes,-0.194742868
8/5/20,SUM,NEP3,book,0.053015905
8/5/20,SUM,GPPsd,bayes,0.054816696
8/5/20,SUM,Rsd,bayes,0.055335868
8/5/20,SUM,NEPsd,bayes,0.07789049
8/6/20,SUM,GPP,bayes,-0.159494245
8/6/20,SUM,GPP,book,-0.120575825
8/6/20,SUM,R,bayes,0.243587251
8/6/20,SUM,R,book,0.141234613
8/6/20,SUM,NEP,bayes,0.084093006
8/6/20,SUM,NEP,book,0.076111916
8/6/20,SUM,GPP2,bayes,0.159494245
8/6/20,SUM,GPP2,book,0.120575825
8/6/20,SUM,R2,bayes,-0.243587251
8/6/20,SUM,R2,book,-0.141234613
8/6/20,SUM,NEP2,bayes,0.084093006
8/6/20,SUM,NEP2,book,-0.020658789
8/6/20,SUM,NEP3,bayes,-0.084093006
8/6/20,SUM,NEP3,book,-0.020658789
8/6/20,SUM,GPPsd,bayes,0.019977298
8/6/20,SUM,Rsd,bayes,0.019796778
8/6/20,SUM,NEPsd,bayes,0.028124808
8/7/20,SUM,GPP,bayes,0.304447546
8/7/20,SUM,GPP,book,-0.210336334
8/7/20,SUM,R,bayes,-0.216385247
8/7/20,SUM,R,book,0.218181449
8/7/20,SUM,NEP,bayes,0.088062299
8/7/20,SUM,NEP,book,0.093341663
8/7/20,SUM,GPP2,bayes,0.304447546
8/7/20,SUM,GPP2,book,0.210336334
8/7/20,SUM,R2,bayes,-0.216385247
8/7/20,SUM,R2,book,-0.218181449
8/7/20,SUM,NEP2,bayes,0.088062299
8/7/20,SUM,NEP2,book,-0.007845115
8/7/20,SUM,NEP3,bayes,0.088062299
8/7/20,SUM,NEP3,book,-0.007845115
8/7/20,SUM,GPPsd,bayes,0.025671182
8/7/20,SUM,Rsd,bayes,0.025439185
8/7/20,SUM,NEPsd,bayes,0.03614086
8/8/20,SUM,GPP,bayes,-0.017607429
8/8/20,SUM,GPP,book,0.203939602
8/8/20,SUM,R,bayes,0.220972945
8/8/20,SUM,R,book,-0.005461106
8/8/20,SUM,NEP,bayes,0.203365517
8/8/20,SUM,NEP,book,0.197727842
8/8/20,SUM,GPP2,bayes,0.017607429
8/8/20,SUM,GPP2,book,0.203939602
8/8/20,SUM,R2,bayes,-0.220972945
8/8/20,SUM,R2,book,-0.005461106
8/8/20,SUM,NEP2,bayes,0.203365517
8/8/20,SUM,NEP2,book,0.198478496
8/8/20,SUM,NEP3,bayes,-0.203365517
8/8/20,SUM,NEP3,book,0.198478496
8/8/20,SUM,GPPsd,bayes,0.014235361
8/8/20,SUM,Rsd,bayes,0.014355714
8/8/20,SUM,NEPsd,bayes,0.020217123
8/9/20,SUM,GPP,bayes,-0.08665435
8/9/20,SUM,GPP,book,-0.108053358
8/9/20,SUM,R,bayes,0.167165392
8/9/20,SUM,R,book,0.127217049
8/9/20,SUM,NEP,bayes,0.080511042
8/9/20,SUM,NEP,book,0.069116966
8/9/20,SUM,GPP2,bayes,0.08665435
8/9/20,SUM,GPP2,book,0.108053358
8/9/20,SUM,R2,bayes,-0.167165392
8/9/20,SUM,R2,book,-0.127217049
8/9/20,SUM,NEP2,bayes,0.080511042
8/9/20,SUM,NEP2,book,-0.01916369
8/9/20,SUM,NEP3,bayes,-0.080511042
8/9/20,SUM,NEP3,book,-0.01916369
8/9/20,SUM,GPPsd,bayes,0.012010022
8/9/20,SUM,Rsd,bayes,0.01197624
8/9/20,SUM,NEPsd,bayes,0.016960865
8/10/20,SUM,GPP,bayes,0.00992623
8/10/20,SUM,GPP,book,0.150533042
8/10/20,SUM,R,bayes,0.152414476
8/10/20,SUM,R,book,0.004994257
8/10/20,SUM,NEP,bayes,0.162340706
8/10/20,SUM,NEP,book,0.158570696
8/10/20,SUM,GPP2,bayes,0.00992623
8/10/20,SUM,GPP2,book,0.150533042
8/10/20,SUM,R2,bayes,-0.152414476
8/10/20,SUM,R2,book,-0.004994257
8/10/20,SUM,NEP2,bayes,0.162340706
8/10/20,SUM,NEP2,book,0.145538785
8/10/20,SUM,NEP3,bayes,-0.142488246
8/10/20,SUM,NEP3,book,0.145538785
8/10/20,SUM,GPPsd,bayes,0.02062715
8/10/20,SUM,Rsd,bayes,0.020280845
8/10/20,SUM,NEPsd,bayes,0.028927357
8/11/20,SUM,GPP,bayes,0.131774113
8/11/20,SUM,GPP,book,0.277662733
8/11/20,SUM,R,bayes,-0.132040394
8/11/20,SUM,R,book,-0.193007566
8/11/20,SUM,NEP,bayes,-2.66E-04
8/11/20,SUM,NEP,book,0.006964372
8/11/20,SUM,GPP2,bayes,0.131774113
8/11/20,SUM,GPP2,book,0.277662733
8/11/20,SUM,R2,bayes,-0.132040394
8/11/20,SUM,R2,book,-0.193007566
8/11/20,SUM,NEP2,bayes,-2.66E-04
8/11/20,SUM,NEP2,book,0.084655167
8/11/20,SUM,NEP3,bayes,-2.66E-04
8/11/20,SUM,NEP3,book,0.084655167
8/11/20,SUM,GPPsd,bayes,0.014222396
8/11/20,SUM,Rsd,bayes,0.013691765
8/11/20,SUM,NEPsd,bayes,0.019741858
8/12/20,SUM,GPP,bayes,-0.058360195
8/12/20,SUM,GPP,book,-0.074089631
8/12/20,SUM,R,bayes,0.149393312
8/12/20,SUM,R,book,0.11309572
8/12/20,SUM,NEP,bayes,0.091033117
8/12/20,SUM,NEP,book,0.08514985
8/12/20,SUM,GPP2,bayes,0.058360195
8/12/20,SUM,GPP2,book,0.074089631
8/12/20,SUM,R2,bayes,-0.149393312
8/12/20,SUM,R2,book,-0.11309572
8/12/20,SUM,NEP2,bayes,0.091033117
8/12/20,SUM,NEP2,book,-0.039006088
8/12/20,SUM,NEP3,bayes,-0.091033117
8/12/20,SUM,NEP3,book,-0.039006088
8/12/20,SUM,GPPsd,bayes,0.012035592
8/12/20,SUM,Rsd,bayes,0.011835001
8/12/20,SUM,NEPsd,bayes,0.016879654
8/13/20,SUM,GPP,bayes,-0.001481065
8/13/20,SUM,GPP,book,0.162033593
8/13/20,SUM,R,bayes,0.128907005
8/13/20,SUM,R,book,-0.03172095
8/13/20,SUM,NEP,bayes,0.12742594
8/13/20,SUM,NEP,book,0.11835808
8/13/20,SUM,GPP2,bayes,0.001481065
8/13/20,SUM,GPP2,book,0.162033593
8/13/20,SUM,R2,bayes,-0.128907005
8/13/20,SUM,R2,book,-0.03172095
8/13/20,SUM,NEP2,bayes,0.12742594
8/13/20,SUM,NEP2,book,0.130312643
8/13/20,SUM,NEP3,bayes,-0.12742594
8/13/20,SUM,NEP3,book,0.130312643
8/13/20,SUM,GPPsd,bayes,0.011910278
8/13/20,SUM,Rsd,bayes,0.011310865
