datetime,lake,doobs_mgL,do_sat,temp_1m
2020-08-26T12:30:00Z,LNG,8.725,8.103328632695545,14.943
2020-08-26T13:00:00Z,LNG,8.719,8.08952077107696,15.021
2020-08-26T13:30:00Z,LNG,8.687,8.060797797404788,15.184
2020-08-26T14:00:00Z,LNG,8.693,8.062203367395082,15.176
2020-08-26T14:30:00Z,LNG,8.718,8.047290977489235,15.261
2020-08-26T15:00:00Z,LNG,8.694,8.032251966318997,15.347
2020-08-26T15:30:00Z,LNG,8.702,8.030680945365567,15.356
2020-08-26T16:00:00Z,LNG,8.724,8.042739131461477,15.287
2020-08-26T16:30:00Z,LNG,8.718,8.045714830888343,15.27
2020-08-26T17:00:00Z,LNG,8.734,8.050269610807986,15.244
2020-08-26T17:30:00Z,LNG,8.747,8.054653443328256,15.219
2020-08-26T18:00:00Z,LNG,8.732,8.044139221814891,15.279
2020-08-26T18:30:00Z,LNG,8.722,8.050269610807986,15.244
2020-08-26T19:00:00Z,LNG,8.708,8.044139221814891,15.279
2020-08-26T19:30:00Z,LNG,8.711,8.048692448160152,15.253
2020-08-26T20:00:00Z,LNG,8.729,8.047290977489235,15.261
2020-08-26T20:30:00Z,LNG,8.714,8.047290977489235,15.261
2020-08-26T21:00:00Z,LNG,8.705,8.057812377728833,15.201
2020-08-26T21:30:00Z,LNG,8.706,8.059217041198828,15.193
2020-08-26T22:00:00Z,LNG,8.711,8.065367460963854,15.158
2020-08-26T22:30:00Z,LNG,8.716,8.066774419017674,15.15
2020-08-26T23:00:00Z,LNG,8.703,8.063785143907513,15.167
2020-08-26T23:30:00Z,LNG,8.698,8.063785143907513,15.167
2020-08-27T00:00:00Z,LNG,8.687,8.065367460963854,15.158
2020-08-27T00:30:00Z,LNG,8.687,8.074344147328938,15.107
2020-08-27T01:00:00Z,LNG,8.679,8.08051469168868,15.072
2020-08-27T01:30:00Z,LNG,8.677,8.084927253407141,15.047
2020-08-27T02:00:00Z,LNG,8.676,8.091111893990458,15.012
2020-08-27T02:30:00Z,LNG,8.657,8.09411883589234,14.995
2020-08-27T03:00:00Z,LNG,8.66,8.100138561660252,14.961
2020-08-27T03:30:00Z,LNG,8.661,8.104747144450835,14.935
2020-08-27T04:00:00Z,LNG,8.651,8.107762918254908,14.918
2020-08-27T04:30:00Z,LNG,8.636,8.109360295697115,14.909
2020-08-27T05:00:00Z,LNG,8.634,8.112379060062345,14.892
2020-08-27T05:30:00Z,LNG,8.622,8.120023500601711,14.849
2020-08-27T06:00:00Z,LNG,8.624,8.124651808992605,14.823
2020-08-27T06:30:00Z,LNG,8.634,8.129284713749668,14.797
2020-08-27T07:00:00Z,LNG,8.636,8.136956929701876,14.754
2020-08-27T07:30:00Z,LNG,8.655,8.132316408982515,14.78
2020-08-27T08:00:00Z,LNG,8.648,8.139993610429562,14.737
2020-08-27T08:30:00Z,LNG,8.656,8.138564338391578,14.745
2020-08-27T09:00:00Z,LNG,8.639,8.136956929701876,14.754
2020-08-27T09:30:00Z,LNG,8.554,8.136956929701876,14.754
2020-08-27T10:00:00Z,LNG,8.674,8.121625087606915,14.84
2020-08-27T10:30:00Z,LNG,8.703,8.121625087606915,14.84
2020-08-27T11:00:00Z,LNG,8.738,8.118600329419502,14.857
2020-08-27T11:30:00Z,LNG,8.737,8.106343487177227,14.926
2020-08-27T12:00:00Z,LNG,8.753,8.092526683089767,15.004
2020-08-27T12:30:00Z,LNG,8.755,8.081926255026922,15.064
2020-08-27T13:00:00Z,LNG,8.736,8.066774419017674,15.15
2020-08-27T13:30:00Z,LNG,8.751,8.063785143907513,15.167
2020-08-27T14:00:00Z,LNG,8.75,8.057812377728833,15.201
2020-08-27T14:30:00Z,LNG,8.724,8.044139221814891,15.279
2020-08-27T15:00:00Z,LNG,8.743,8.027714920883394,15.373
2020-08-27T15:30:00Z,LNG,8.738,8.030680945365567,15.356
2020-08-27T16:00:00Z,LNG,8.786,8.042739131461477,15.287
2020-08-27T16:30:00Z,LNG,8.754,8.02614544483684,15.382
2020-08-27T17:00:00Z,LNG,8.766,8.02614544483684,15.382
2020-08-27T17:30:00Z,LNG,8.769,8.027714920883394,15.373
2020-08-27T18:00:00Z,LNG,8.745,8.023182336452626,15.399
2020-08-27T18:30:00Z,LNG,8.69,8.02022113252281,15.416
2020-08-27T19:00:00Z,LNG,8.655,8.02022113252281,15.416
2020-08-27T19:30:00Z,LNG,8.683,8.023182336452626,15.399
2020-08-27T20:00:00Z,LNG,8.693,8.032251966318997,15.347
2020-08-27T20:30:00Z,LNG,8.705,8.035220911019765,15.33
2020-08-27T21:00:00Z,LNG,8.698,8.02614544483684,15.382
2020-08-27T21:30:00Z,LNG,8.685,8.02475080354659,15.39
2020-08-27T22:00:00Z,LNG,8.696,8.036618722814246,15.322
2020-08-27T22:30:00Z,LNG,8.699,8.039765348109285,15.304
2020-08-27T23:00:00Z,LNG,8.685,8.042739131461477,15.287
2020-08-27T23:30:00Z,LNG,8.69,8.048692448160152,15.253
2020-08-28T00:00:00Z,LNG,8.684,8.054653443328256,15.219
2020-08-28T00:30:00Z,LNG,8.691,8.060797797404788,15.184
2020-08-28T01:00:00Z,LNG,8.678,8.066774419017674,15.15
2020-08-28T01:30:00Z,LNG,8.679,8.069765624517707,15.133
2020-08-28T02:00:00Z,LNG,8.683,8.074344147328938,15.107
2020-08-28T02:30:00Z,LNG,8.668,8.08051469168868,15.072
2020-08-28T03:00:00Z,LNG,8.676,8.086516803035952,15.038
2020-08-28T03:30:00Z,LNG,8.683,8.09411883589234,14.995
2020-08-28T04:00:00Z,LNG,8.688,8.098721454284826,14.969
2020-08-28T04:30:00Z,LNG,8.681,8.098721454284826,14.969
2020-08-28T05:00:00Z,LNG,8.72,8.109360295697115,14.909
2020-08-28T05:30:00Z,LNG,8.711,8.107762918254908,14.918
2020-08-28T06:00:00Z,LNG,8.733,8.112379060062345,14.892
2020-08-28T06:30:00Z,LNG,8.743,8.115399782081816,14.875
2020-08-28T07:00:00Z,LNG,8.755,8.127680495392633,14.806
2020-08-28T07:30:00Z,LNG,8.763,8.132316408982515,14.78
2020-08-28T08:00:00Z,LNG,8.765,8.133922221377803,14.771
2020-08-28T08:30:00Z,LNG,8.775,8.14625181862261,14.702
2020-08-28T09:00:00Z,LNG,8.767,8.143211071315308,14.719
2020-08-28T09:30:00Z,LNG,8.764,8.150906199895081,14.676
2020-08-28T10:00:00Z,LNG,8.805,8.129284713749668,14.797
2020-08-28T10:30:00Z,LNG,8.854,8.118600329419502,14.857
2020-08-28T11:00:00Z,LNG,8.81,8.124651808992605,14.823
2020-08-28T11:30:00Z,LNG,8.788,8.12322722485104,14.831
2020-08-28T12:00:00Z,LNG,8.806,8.132316408982515,14.78
2020-08-28T12:30:00Z,LNG,8.778,8.091111893990458,15.012
2020-08-28T13:00:00Z,LNG,8.785,8.118600329419502,14.857
2020-08-28T13:30:00Z,LNG,8.818,8.124651808992605,14.823
2020-08-28T14:00:00Z,LNG,8.792,8.068357757822989,15.141
2020-08-28T14:30:00Z,LNG,8.775,8.062203367395082,15.176
2020-08-28T15:00:00Z,LNG,8.799,8.059217041198828,15.193
2020-08-28T15:30:00Z,LNG,8.826,8.057812377728833,15.201
2020-08-28T16:00:00Z,LNG,8.844,8.066774419017674,15.15
2020-08-28T16:30:00Z,LNG,8.849,8.071349986016322,15.124
2020-08-28T17:00:00Z,LNG,8.854,8.066774419017674,15.15
2020-08-28T17:30:00Z,LNG,8.852,8.057812377728833,15.201
2020-08-28T18:00:00Z,LNG,8.788,8.02614544483684,15.382
2020-08-28T18:30:00Z,LNG,8.836,8.042739131461477,15.287
2020-08-28T19:00:00Z,LNG,8.818,8.032251966318997,15.347
2020-08-28T19:30:00Z,LNG,8.772,8.02928493145855,15.364
2020-08-28T20:00:00Z,LNG,8.762,8.02022113252281,15.416
2020-08-28T20:30:00Z,LNG,8.785,8.02475080354659,15.39
2020-08-28T21:00:00Z,LNG,8.759,8.02928493145855,15.364
2020-08-28T21:30:00Z,LNG,8.786,8.04116453700091,15.296
2020-08-28T22:00:00Z,LNG,8.758,8.047290977489235,15.261
2020-08-28T22:30:00Z,LNG,8.774,8.056232640887314,15.21
2020-08-28T23:00:00Z,LNG,8.742,8.060797797404788,15.184
2020-08-28T23:30:00Z,LNG,8.74,8.069765624517707,15.133
2020-08-29T00:00:00Z,LNG,8.729,8.075930074775387,15.098
2020-08-29T00:30:00Z,LNG,8.744,8.078927196080064,15.081
2020-08-29T01:00:00Z,LNG,8.741,8.086516803035952,15.038
2020-08-29T01:30:00Z,LNG,8.721,8.086516803035952,15.038
2020-08-29T02:00:00Z,LNG,8.728,8.092526683089767,15.004
2020-08-29T02:30:00Z,LNG,8.767,8.09571153431575,14.986
2020-08-29T03:00:00Z,LNG,8.746,8.100138561660252,14.961
2020-08-29T03:30:00Z,LNG,8.747,8.104747144450835,14.935
2020-08-29T04:00:00Z,LNG,8.745,8.110958221317404,14.9
2020-08-29T04:30:00Z,LNG,8.795,8.115399782081816,14.875
2020-08-29T05:00:00Z,LNG,8.783,8.116999781019944,14.866
2020-08-29T05:30:00Z,LNG,8.787,8.121625087606915,14.84
2020-08-29T06:00:00Z,LNG,8.782,8.126254986312103,14.814
2020-08-29T06:30:00Z,LNG,8.76,8.130889483634077,14.788
2020-08-29T07:00:00Z,LNG,8.793,8.136956929701876,14.754
2020-08-29T07:30:00Z,LNG,8.81,8.14786242668304,14.693
2020-08-29T08:00:00Z,LNG,8.814,8.149294543921616,14.685
2020-08-29T08:30:00Z,LNG,8.813,8.150906199895081,14.676
2020-08-29T09:00:00Z,LNG,8.794,8.155565214439312,14.65
2020-08-29T09:30:00Z,LNG,8.798,8.153951953899142,14.659
2020-08-29T10:00:00Z,LNG,8.837,8.14625181862261,14.702
2020-08-29T10:30:00Z,LNG,8.846,8.138564338391578,14.745
2020-08-29T11:00:00Z,LNG,8.862,8.138564338391578,14.745
2020-08-29T11:30:00Z,LNG,8.858,8.126254986312103,14.814
2020-08-29T12:00:00Z,LNG,8.85,8.115399782081816,14.875
2020-08-29T12:30:00Z,LNG,8.849,8.106343487177227,14.926
2020-08-29T13:00:00Z,LNG,8.845,8.092526683089767,15.004
2020-08-29T13:30:00Z,LNG,8.821,8.077340243547614,15.09
2020-08-29T14:00:00Z,LNG,8.826,8.08051469168868,15.072
2020-08-29T14:30:00Z,LNG,8.828,8.08051469168868,15.072
2020-08-29T15:00:00Z,LNG,8.841,8.074344147328938,15.107
2020-08-29T15:30:00Z,LNG,8.845,8.066774419017674,15.15
2020-08-29T16:00:00Z,LNG,8.846,8.072934889323433,15.115
2020-08-29T16:30:00Z,LNG,8.872,8.081926255026922,15.064
2020-08-29T17:00:00Z,LNG,8.877,8.09571153431575,14.986
2020-08-29T17:30:00Z,LNG,8.871,8.097127724515596,14.978
2020-08-29T18:00:00Z,LNG,8.874,8.104747144450835,14.935
2020-08-29T18:30:00Z,LNG,8.863,8.09571153431575,14.986
2020-08-29T19:00:00Z,LNG,8.857,8.100138561660252,14.961
2020-08-29T19:30:00Z,LNG,8.855,8.103328632695545,14.943
2020-08-29T20:00:00Z,LNG,8.884,8.115399782081816,14.875
2020-08-29T20:30:00Z,LNG,8.898,8.116999781019944,14.866
2020-08-29T21:00:00Z,LNG,8.9,8.124651808992605,14.823
2020-08-29T21:30:00Z,LNG,8.954,8.127680495392633,14.806
2020-08-29T22:00:00Z,LNG,9.007,8.144641764947362,14.711
2020-08-29T22:30:00Z,LNG,9.032,8.14625181862261,14.702
2020-08-29T23:00:00Z,LNG,9.022,8.152339249042832,14.668
2020-08-29T23:30:00Z,LNG,9.002,8.158614001436538,14.633
2020-08-30T00:00:00Z,LNG,8.903,8.160228868815288,14.624
2020-08-30T00:30:00Z,LNG,8.813,8.14786242668304,14.693
2020-08-30T01:00:00Z,LNG,8.828,8.14625181862261,14.702
2020-08-30T01:30:00Z,LNG,8.826,8.153951953899142,14.659
2020-08-30T02:00:00Z,LNG,8.855,8.161664773866255,14.616
2020-08-30T02:30:00Z,LNG,8.855,8.166334505629095,14.59
2020-08-30T03:00:00Z,LNG,8.865,8.171008892399616,14.564
2020-08-30T03:30:00Z,LNG,8.852,8.169390308242404,14.573
2020-08-30T04:00:00Z,LNG,8.868,8.174067742235636,14.547
2020-08-30T04:30:00Z,LNG,8.842,8.174067742235636,14.547
2020-08-30T05:00:00Z,LNG,8.889,8.17568794077037,14.538
2020-08-30T05:30:00Z,LNG,8.875,8.18199403269039,14.503
2020-08-30T06:00:00Z,LNG,8.854,8.185060048732005,14.486
2020-08-30T06:30:00Z,LNG,8.899,8.189753121557374,14.46
2020-08-30T07:00:00Z,LNG,8.922,8.194450882451958,14.434
2020-08-30T07:30:00Z,LNG,8.896,8.195897291532106,14.426
2020-08-30T08:00:00Z,LNG,8.908,8.200601193002369,14.4
2020-08-30T08:30:00Z,LNG,8.957,8.206940796628306,14.365
2020-08-30T09:00:00Z,LNG,8.986,8.20857236002167,14.356
2020-08-30T09:30:00Z,LNG,9.005,8.219463899705714,14.296
2020-08-30T10:00:00Z,LNG,8.958,8.213288939713644,14.33
2020-08-30T10:30:00Z,LNG,8.973,8.221099801289784,14.287
2020-08-30T11:00:00Z,LNG,8.982,8.219463899705714,14.296
2020-08-30T11:30:00Z,LNG,8.978,8.20857236002167,14.356
2020-08-30T12:00:00Z,LNG,9.009,8.206940796628306,14.365
2020-08-30T12:30:00Z,LNG,8.98,8.195897291532106,14.426
2020-08-30T13:00:00Z,LNG,8.956,8.18199403269039,14.503
2020-08-30T13:30:00Z,LNG,8.947,8.171008892399616,14.564
2020-08-30T14:00:00Z,LNG,8.957,8.164717533566238,14.599
2020-08-30T14:30:00Z,LNG,8.943,8.153951953899142,14.659
2020-08-30T15:00:00Z,LNG,8.937,8.149294543921616,14.685
2020-08-30T15:30:00Z,LNG,8.919,8.136956929701876,14.754
2020-08-30T16:00:00Z,LNG,8.949,8.133922221377803,14.771
2020-08-30T16:30:00Z,LNG,8.927,8.132316408982515,14.78
2020-08-30T17:00:00Z,LNG,8.952,8.127680495392633,14.806
2020-08-30T17:30:00Z,LNG,8.948,8.132316408982515,14.78
2020-08-30T18:00:00Z,LNG,8.944,8.144641764947362,14.711
2020-08-30T18:30:00Z,LNG,8.977,8.164717533566238,14.599
2020-08-30T19:00:00Z,LNG,9.013,8.17730869866065,14.529
2020-08-30T19:30:00Z,LNG,8.996,8.185060048732005,14.486
2020-08-30T20:00:00Z,LNG,9.004,8.189753121557374,14.46
2020-08-30T20:30:00Z,LNG,9.031,8.195897291532106,14.426
2020-08-30T21:00:00Z,LNG,9.015,8.199153338057853,14.408
2020-08-30T21:30:00Z,LNG,9.027,8.20857236002167,14.356
2020-08-30T22:00:00Z,LNG,9.015,8.2147411445563,14.322
2020-08-30T22:30:00Z,LNG,8.989,8.2147411445563,14.322
2020-08-30T23:00:00Z,LNG,8.984,8.2147411445563,14.322
2020-08-30T23:30:00Z,LNG,8.986,8.218010240785054,14.304
2020-08-31T00:00:00Z,LNG,8.919,8.221099801289784,14.287
2020-08-31T00:30:00Z,LNG,8.943,8.22419138498779,14.27
2020-08-31T01:00:00Z,LNG,8.979,8.227284993753864,14.253
2020-08-31T01:30:00Z,LNG,8.949,8.232020316667318,14.227
2020-08-31T02:00:00Z,LNG,8.923,8.23056278884592,14.235
2020-08-31T02:30:00Z,LNG,8.919,8.233660572780993,14.218
2020-08-31T03:00:00Z,LNG,8.954,8.23840228873291,14.192
2020-08-31T03:30:00Z,LNG,8.957,8.2431487616990875,14.166
2020-08-31T04:00:00Z,LNG,8.953,8.249545768422337,14.131
2020-08-31T04:30:00Z,LNG,8.975,8.247899998425225,14.14
2020-08-31T05:00:00Z,LNG,8.958,8.252656005667198,14.114
2020-08-31T05:30:00Z,LNG,8.97,8.255951424184632,14.096
2020-08-31T06:00:00Z,LNG,8.974,8.260715520026402,14.07
2020-08-31T06:30:00Z,LNG,8.992,8.265484404623557,14.044
2020-08-31T07:00:00Z,LNG,8.981,8.271727875267642,14.01
2020-08-31T07:30:00Z,LNG,8.986,8.271727875267642,14.01
2020-08-31T08:00:00Z,LNG,8.996,8.276507836783896,13.984
2020-08-31T08:30:00Z,LNG,8.998,8.282949999278756,13.949
2020-08-31T09:00:00Z,LNG,8.991,8.286266511786321,13.931
2020-08-31T09:30:00Z,LNG,9.015,8.287741259547738,13.923
2020-08-31T10:00:00Z,LNG,9.025,8.28460796659109,13.94
2020-08-31T10:30:00Z,LNG,9.035,8.286266511786321,13.931
2020-08-31T11:00:00Z,LNG,9.033,8.289400897073905,13.914
2020-08-31T11:30:00Z,LNG,9.054,8.291061113303162,13.905
2020-08-31T12:00:00Z,LNG,9.053,8.282949999278756,13.949
2020-08-31T12:30:00Z,LNG,9.062,8.287741259547738,13.923
2020-08-31T13:00:00Z,LNG,9.065,8.282949999278756,13.949
2020-08-31T13:30:00Z,LNG,9.049,8.278163559468657,13.975
2020-08-31T14:00:00Z,LNG,9.042,8.286266511786321,13.931
2020-08-31T14:30:00Z,LNG,9.05,8.28460796659109,13.94
2020-08-31T15:00:00Z,LNG,9.044,8.282949999278756,13.949
2020-08-31T15:30:00Z,LNG,9.059,8.28460796659109,13.94
2020-08-31T16:00:00Z,LNG,9.075,8.287741259547738,13.923
2020-08-31T16:30:00Z,LNG,9.064,8.287741259547738,13.923
2020-08-31T17:00:00Z,LNG,9.072,8.29253734711705,13.897
2020-08-31T17:30:00Z,LNG,9.05,8.294198657227646,13.888
2020-08-31T18:00:00Z,LNG,9.039,8.294198657227646,13.888
2020-08-31T18:30:00Z,LNG,9.054,8.30232896537272,13.844
2020-08-31T19:00:00Z,LNG,9.017,8.310287908439642,13.801
2020-08-31T19:30:00Z,LNG,8.99,8.307139762589763,13.818
2020-08-31T20:00:00Z,LNG,9.023,8.31195541484147,13.792
2020-08-31T20:30:00Z,LNG,9.087,8.319930435729386,13.749
2020-08-31T21:00:00Z,LNG,9.044,8.316775929021583,13.766
2020-08-31T21:30:00Z,LNG,9.038,8.318445702574957,13.757
2020-08-31T22:00:00Z,LNG,9.032,8.319930435729386,13.749
2020-08-31T22:30:00Z,LNG,9.061,8.321601312034334,13.74
2020-08-31T23:00:00Z,LNG,9.068,8.326431570794362,13.714
2020-08-31T23:30:00Z,LNG,9.034,8.321601312034334,13.74
2020-09-01T00:00:00Z,LNG,9.02,8.329778455936992,13.696
2020-09-01T00:30:00Z,LNG,9.075,8.3346169817434,13.67
2020-09-01T01:00:00Z,LNG,9.081,8.331266712226826,13.688
2020-09-01T01:30:00Z,LNG,9.091,8.339460401965649,13.644
2020-09-01T02:00:00Z,LNG,9.086,8.34262990328987,13.627
2020-09-01T02:30:00Z,LNG,9.087,8.34262990328987,13.627
2020-09-01T03:00:00Z,LNG,9.106,8.347668128766848,13.6
2020-09-01T03:30:00Z,LNG,9.114,8.352524760853754,13.574
2020-09-01T04:00:00Z,LNG,9.11,8.354020098714953,13.566
2020-09-01T04:30:00Z,LNG,9.141,8.352524760853754,13.574
2020-09-01T05:00:00Z,LNG,9.129,8.35738631308337,13.548
2020-09-01T05:30:00Z,LNG,9.131,8.355702910853495,13.557
2020-09-01T06:00:00Z,LNG,9.15,8.360567683879575,13.531
2020-09-01T06:30:00Z,LNG,9.134,8.362252792448245,13.522
2020-09-01T07:00:00Z,LNG,9.124,8.362252792448245,13.522
2020-09-01T07:30:00Z,LNG,9.142,8.368811615345455,13.487
2020-09-01T08:00:00Z,LNG,9.199,8.372000560607125,13.47
2020-09-01T08:30:00Z,LNG,9.25,8.377069704768662,13.443
2020-09-01T09:00:00Z,LNG,9.207,8.37049961709162,13.478
2020-09-01T09:30:00Z,LNG,9.251,8.375379396659216,13.452
2020-09-01T10:00:00Z,LNG,9.267,8.373689682035971,13.461
2020-09-01T10:30:00Z,LNG,9.312,8.367124205951557,13.496
2020-09-01T11:00:00Z,LNG,9.298,8.362252792448245,13.522
2020-09-01T11:30:00Z,LNG,9.273,8.359070305694742,13.539
2020-09-01T12:00:00Z,LNG,9.251,8.347668128766848,13.6
2020-09-01T12:30:00Z,LNG,9.211,8.34262990328987,13.627
2020-09-01T13:00:00Z,LNG,9.141,8.331266712226826,13.688
2020-09-01T13:30:00Z,LNG,9.162,8.32475900594759,13.723
2020-09-01T14:00:00Z,LNG,9.112,8.31195541484147,13.792
2020-09-01T14:30:00Z,LNG,9.144,8.315106738863761,13.775
2020-09-01T15:00:00Z,LNG,9.194,8.321601312034334,13.74
2020-09-01T15:30:00Z,LNG,9.208,8.310287908439642,13.801
2020-09-01T16:00:00Z,LNG,9.215,8.313623503811543,13.783
2020-09-01T16:30:00Z,LNG,9.243,8.319930435729386,13.749
2020-09-01T17:00:00Z,LNG,9.269,8.323272772563344,13.731
2020-09-01T17:30:00Z,LNG,9.296,8.328104720694993,13.705
2020-09-01T18:00:00Z,LNG,9.315,8.331266712226826,13.688
2020-09-01T18:30:00Z,LNG,9.312,8.329778455936992,13.696
2020-09-01T19:00:00Z,LNG,9.328,8.332941553898689,13.679
2020-09-01T19:30:00Z,LNG,9.343,8.3346169817434,13.67
2020-09-01T20:00:00Z,LNG,9.341,8.3346169817434,13.67
2020-09-01T20:30:00Z,LNG,9.304,8.337783279113697,13.653
2020-09-01T21:00:00Z,LNG,9.307,8.339460401965649,13.644
2020-09-01T21:30:00Z,LNG,9.289,8.344308723557212,13.618
2020-09-01T22:00:00Z,LNG,9.302,8.349161953482113,13.592
2020-09-01T22:30:00Z,LNG,9.276,8.345988131953163,13.609
2020-09-01T23:00:00Z,LNG,9.264,8.352524760853754,13.574
2020-09-01T23:30:00Z,LNG,9.222,8.350843062540978,13.583
2020-09-02T00:00:00Z,LNG,9.253,8.359070305694742,13.539
2020-09-02T00:30:00Z,LNG,9.261,8.363938492237557,13.513
2020-09-02T01:00:00Z,LNG,9.244,8.360567683879575,13.531
2020-09-02T01:30:00Z,LNG,9.212,8.360567683879575,13.531
2020-09-02T02:00:00Z,LNG,9.226,8.363938492237557,13.513
2020-09-02T02:30:00Z,LNG,9.204,8.367124205951557,13.496
2020-09-02T03:00:00Z,LNG,9.201,8.368811615345455,13.487
2020-09-02T03:30:00Z,LNG,9.198,8.367124205951557,13.496
2020-09-02T04:00:00Z,LNG,9.268,8.380264129272952,13.426
2020-09-02T04:30:00Z,LNG,9.276,8.381956153538665,13.417
2020-09-02T05:00:00Z,LNG,9.308,8.38364877242684,13.408
2020-09-02T05:30:00Z,LNG,9.23,8.386847564837716,13.391
2020-09-02T06:00:00Z,LNG,9.242,8.390236837259529,13.373
2020-09-02T06:30:00Z,LNG,9.258,8.391743945722888,13.365
2020-09-02T07:00:00Z,LNG,9.288,8.391743945722888,13.365
2020-09-02T07:30:00Z,LNG,9.335,8.391743945722888,13.365
2020-09-02T08:00:00Z,LNG,9.346,8.396833916495325,13.338
2020-09-02T08:30:00Z,LNG,9.334,8.39834308781642,13.33
2020-09-02T09:00:00Z,LNG,9.336,8.403440027398236,13.303
2020-09-02T09:30:00Z,LNG,9.333,8.406651973780246,13.286
2020-09-02T10:00:00Z,LNG,9.336,8.408353280928507,13.277
2020-09-02T10:30:00Z,LNG,9.338,8.400041469827878,13.321
2020-09-02T11:00:00Z,LNG,9.316,8.391743945722888,13.365
2020-09-02T11:30:00Z,LNG,9.316,8.38364877242684,13.408
2020-09-02T12:00:00Z,LNG,9.317,8.380264129272952,13.426
2020-09-02T12:30:00Z,LNG,9.302,8.367124205951557,13.496
2020-09-02T13:00:00Z,LNG,9.327,8.355702910853495,13.557
2020-09-02T13:30:00Z,LNG,9.31,8.339460401965649,13.644
2020-09-02T14:00:00Z,LNG,9.32,8.331266712226826,13.688
2020-09-02T14:30:00Z,LNG,9.306,8.323272772563344,13.731
2020-09-02T15:00:00Z,LNG,9.278,8.319930435729386,13.749
2020-09-02T15:30:00Z,LNG,9.272,8.31195541484147,13.792
2020-09-02T16:00:00Z,LNG,9.269,8.305473937556465,13.827
2020-09-02T16:30:00Z,LNG,9.277,8.299001253907678,13.862
2020-09-02T17:00:00Z,LNG,9.263,8.29253734711705,13.897
2020-09-02T17:30:00Z,LNG,9.275,8.289400897073905,13.914
2020-09-02T18:00:00Z,LNG,9.295,8.29586054686275,13.879
2020-09-02T18:30:00Z,LNG,9.338,8.321601312034334,13.74
2020-09-02T19:00:00Z,LNG,9.345,8.336106743267363,13.662
2020-09-02T19:30:00Z,LNG,9.283,8.297338268838462,13.871
2020-09-02T20:00:00Z,LNG,9.317,8.329778455936992,13.696
2020-09-02T20:30:00Z,LNG,9.298,8.328104720694993,13.705
2020-09-02T21:00:00Z,LNG,9.321,8.344308723557212,13.618
2020-09-02T21:30:00Z,LNG,9.293,8.339460401965649,13.644
2020-09-02T22:00:00Z,LNG,9.289,8.336106743267363,13.662
2020-09-02T22:30:00Z,LNG,9.27,8.339460401965649,13.644
2020-09-02T23:00:00Z,LNG,9.289,8.344308723557212,13.618
2020-09-02T23:30:00Z,LNG,9.292,8.350843062540978,13.583
2020-09-03T00:00:00Z,LNG,9.303,8.352524760853754,13.574
2020-09-03T00:30:00Z,LNG,9.317,8.360567683879575,13.531
2020-09-03T01:00:00Z,LNG,9.323,8.359070305694742,13.539
2020-09-03T01:30:00Z,LNG,9.3,8.362252792448245,13.522
2020-09-03T02:00:00Z,LNG,9.304,8.360567683879575,13.531
2020-09-03T02:30:00Z,LNG,9.315,8.368811615345455,13.487
2020-09-03T03:00:00Z,LNG,9.28,8.367124205951557,13.496
2020-09-03T03:30:00Z,LNG,9.277,8.367124205951557,13.496
2020-09-03T04:00:00Z,LNG,9.256,8.372000560607125,13.47
2020-09-03T04:30:00Z,LNG,9.215,8.372000560607125,13.47
2020-09-03T05:00:00Z,LNG,9.242,8.38364877242684,13.408
2020-09-03T05:30:00Z,LNG,9.268,8.381956153538665,13.417
2020-09-03T06:00:00Z,LNG,9.259,8.381956153538665,13.417
2020-09-03T06:30:00Z,LNG,9.212,8.38364877242684,13.408
2020-09-03T07:00:00Z,LNG,9.244,8.38364877242684,13.408
2020-09-03T07:30:00Z,LNG,9.268,8.391743945722888,13.365
2020-09-03T08:00:00Z,LNG,9.266,8.393440005940777,13.356
2020-09-03T08:30:00Z,LNG,9.232,8.393440005940777,13.356
2020-09-03T09:00:00Z,LNG,9.224,8.390236837259529,13.373
2020-09-03T09:30:00Z,LNG,9.268,8.39834308781642,13.33
2020-09-03T10:00:00Z,LNG,9.294,8.386847564837716,13.391
2020-09-03T10:30:00Z,LNG,9.306,8.372000560607125,13.47
2020-09-03T11:00:00Z,LNG,9.333,8.375379396659216,13.452
2020-09-03T11:30:00Z,LNG,9.293,8.35738631308337,13.548
2020-09-03T12:00:00Z,LNG,9.296,8.350843062540978,13.583
2020-09-03T12:30:00Z,LNG,9.26,8.331266712226826,13.688
2020-09-03T13:00:00Z,LNG,9.227,8.316775929021583,13.766
2020-09-03T13:30:00Z,LNG,9.213,8.307139762589763,13.818
2020-09-03T14:00:00Z,LNG,9.238,8.307139762589763,13.818
2020-09-03T14:30:00Z,LNG,9.241,8.30066481932408,13.853
2020-09-03T15:00:00Z,LNG,9.239,8.286266511786321,13.931
2020-09-03T15:30:00Z,LNG,9.238,8.273381933286336,14.001
2020-09-03T16:00:00Z,LNG,9.259,8.273381933286336,14.001
2020-09-03T16:30:00Z,LNG,9.318,8.286266511786321,13.931
2020-09-03T17:00:00Z,LNG,9.306,8.294198657227646,13.888
2020-09-03T17:30:00Z,LNG,9.286,8.291061113303162,13.905
2020-09-03T18:00:00Z,LNG,9.273,8.29586054686275,13.879
2020-09-03T18:30:00Z,LNG,9.28,8.305473937556465,13.827
2020-09-03T19:00:00Z,LNG,9.273,8.310287908439642,13.801
2020-09-03T19:30:00Z,LNG,9.261,8.316775929021583,13.766
