"","datetime","wnd_10"
"242",2020-06-16 18:00:00,2.39875241239817
"242.1",2020-06-16 18:30:00,2.39875241239817
"242.2",2020-06-16 19:00:00,2.39875241239817
"242.3",2020-06-16 19:30:00,2.39875241239817
"242.4",2020-06-16 20:00:00,2.39875241239817
"242.5",2020-06-16 20:30:00,2.39875241239817
"245",2020-06-16 21:00:00,0.699074639223438
"245.1",2020-06-16 21:30:00,0.699074639223438
"245.2",2020-06-16 22:00:00,0.699074639223438
"245.3",2020-06-16 22:30:00,0.699074639223438
"245.4",2020-06-16 23:00:00,0.699074639223438
"245.5",2020-06-16 23:30:00,0.699074639223438
"248",2020-06-17 00:00:00,1.14427284232216
"248.1",2020-06-17 00:30:00,1.14427284232216
"248.2",2020-06-17 01:00:00,1.14427284232216
"248.3",2020-06-17 01:30:00,1.14427284232216
"248.4",2020-06-17 02:00:00,1.14427284232216
"248.5",2020-06-17 02:30:00,1.14427284232216
"251",2020-06-17 03:00:00,0.834315052380834
"251.1",2020-06-17 03:30:00,0.834315052380834
"251.2",2020-06-17 04:00:00,0.834315052380834
"251.3",2020-06-17 04:30:00,0.834315052380834
"251.4",2020-06-17 05:00:00,0.834315052380834
"251.5",2020-06-17 05:30:00,0.834315052380834
"254",2020-06-17 06:00:00,1.7065240254093
"254.1",2020-06-17 06:30:00,1.7065240254093
"254.2",2020-06-17 07:00:00,1.7065240254093
"254.3",2020-06-17 07:30:00,1.7065240254093
"254.4",2020-06-17 08:00:00,1.7065240254093
"254.5",2020-06-17 08:30:00,1.7065240254093
"257",2020-06-17 09:00:00,2.01338006786647
"257.1",2020-06-17 09:30:00,2.01338006786647
"257.2",2020-06-17 10:00:00,2.01338006786647
"257.3",2020-06-17 10:30:00,2.01338006786647
"257.4",2020-06-17 11:00:00,2.01338006786647
"257.5",2020-06-17 11:30:00,2.01338006786647
"260",2020-06-17 12:00:00,2.04085850214396
"260.1",2020-06-17 12:30:00,2.04085850214396
"260.2",2020-06-17 13:00:00,2.04085850214396
"260.3",2020-06-17 13:30:00,2.04085850214396
"260.4",2020-06-17 14:00:00,2.04085850214396
"260.5",2020-06-17 14:30:00,2.04085850214396
"263",2020-06-17 15:00:00,1.31617918462165
"263.1",2020-06-17 15:30:00,1.31617918462165
"263.2",2020-06-17 16:00:00,1.31617918462165
"263.3",2020-06-17 16:30:00,1.31617918462165
"263.4",2020-06-17 17:00:00,1.31617918462165
"263.5",2020-06-17 17:30:00,1.31617918462165
"266",2020-06-17 18:00:00,2.61881149790606
"266.1",2020-06-17 18:30:00,2.61881149790606
"266.2",2020-06-17 19:00:00,2.61881149790606
"266.3",2020-06-17 19:30:00,2.61881149790606
"266.4",2020-06-17 20:00:00,2.61881149790606
"266.5",2020-06-17 20:30:00,2.61881149790606
"269",2020-06-17 21:00:00,2.73214772607411
"269.1",2020-06-17 21:30:00,2.73214772607411
"269.2",2020-06-17 22:00:00,2.73214772607411
"269.3",2020-06-17 22:30:00,2.73214772607411
"269.4",2020-06-17 23:00:00,2.73214772607411
"269.5",2020-06-17 23:30:00,2.73214772607411
"272",2020-06-18 00:00:00,1.41029228953572
"272.1",2020-06-18 00:30:00,1.41029228953572
