time,latitude,longitude,vgrd10m,ugrd10m
2020-06-19T03:00:00Z,48,246,1.472893,-1.0186963
2020-06-19T06:00:00Z,47,246,0.41761962,-0.332771
2020-06-19T06:00:00Z,47.5,246,1.1476196,-1.252771
2020-06-19T06:00:00Z,48,246,1.4576195,-1.422771
2020-06-19T09:00:00Z,47,246,0.72378415,-0.45209715
2020-06-19T09:00:00Z,47.5,246,1.2137841,-0.80209714
2020-06-19T09:00:00Z,48,246,1.2237842,-0.8320972
2020-06-19T12:00:00Z,47,246,0.6001709,-0.8225622
2020-06-19T12:00:00Z,47.5,246,1.1301708,-0.55256224
2020-06-19T12:00:00Z,48,246,1.7501708,-0.8125622
2020-06-19T15:00:00Z,47,246,1.6159741,0.44827148
2020-06-19T15:00:00Z,47.5,246,1.375974,1.4482714
2020-06-19T15:00:00Z,48,246,2.545974,-0.041728515
2020-06-19T18:00:00Z,47,246,0.99981934,1.634912
2020-06-19T18:00:00Z,47.5,246,1.2898194,2.204912
2020-06-19T18:00:00Z,48,246,2.1598194,1.3949121
2020-06-19T21:00:00Z,47,246,-0.089888915,3.2399974
2020-06-19T21:00:00Z,47.5,246,0.05011108,2.7099974
2020-06-19T21:00:00Z,48,246,1.2601111,0.39999756
2020-06-20T00:00:00Z,47,246,-1.4920825,2.9576538
2020-06-20T00:00:00Z,47.5,246,-0.16208252,2.3476539
2020-06-20T00:00:00Z,48,246,-0.5820825,-0.9823462
2020-06-20T03:00:00Z,47,246,-1.497334,-1.0731909
2020-06-20T03:00:00Z,47.5,246,1.242666,-0.69319093
2020-06-20T03:00:00Z,48,246,0.18266602,-0.8831909
2020-06-20T06:00:00Z,47,246,0.281062,-0.5084302
2020-06-20T06:00:00Z,47.5,246,0.481062,-2.19843
2020-06-20T06:00:00Z,48,246,1.271062,-2.24843
2020-06-20T09:00:00Z,47,246,0.7449951,-0.6772339
2020-06-20T09:00:00Z,47.5,246,0.7149951,-1.3672339
2020-06-20T09:00:00Z,48,246,0.7249951,-1.1772338
2020-06-20T12:00:00Z,47,246,0.48056397,-0.568916
2020-06-20T12:00:00Z,47.5,246,0.67056394,-0.758916
2020-06-20T12:00:00Z,48,246,1.020564,-0.668916
2020-06-20T15:00:00Z,47,246,1.5562426,0.06762939
2020-06-20T15:00:00Z,47.5,246,1.2762426,0.48762938
2020-06-20T15:00:00Z,48,246,1.8862426,0.5776294
2020-06-20T18:00:00Z,47,246,-0.34702027,1.891643
2020-06-20T18:00:00Z,47.5,246,0.41297972,2.3116431
2020-06-20T18:00:00Z,48,246,2.0929797,1.161643
2020-06-20T21:00:00Z,47,246,-0.12423584,2.781333
2020-06-20T21:00:00Z,47.5,246,0.79576415,-0.99866694
2020-06-20T21:00:00Z,48,246,0.43576416,-0.15866698
2020-06-21T00:00:00Z,47,246,0.04175781,0.37203857
2020-06-21T00:00:00Z,47.5,246,1.7017578,-1.1979614
2020-06-21T00:00:00Z,48,246,3.0617578,0.38203856
2020-06-21T03:00:00Z,47,246,0.5851904,0.36229002
2020-06-21T03:00:00Z,47.5,246,1.9751904,0.002290039
2020-06-21T03:00:00Z,48,246,2.2951903,-0.12770995
2020-06-21T06:00:00Z,47,246,0.72434205,0.80997556
2020-06-21T06:00:00Z,47.5,246,2.094342,-0.3200244
2020-06-21T06:00:00Z,48,246,1.824342,0.31997558
2020-06-21T09:00:00Z,47,246,0.5398181,1.5797168
2020-06-21T09:00:00Z,47.5,246,1.549818,0.16971679
2020-06-21T09:00:00Z,48,246,1.8998181,0.16971679
2020-06-21T12:00:00Z,47,246,0.41966063,0.14227782
2020-06-21T12:00:00Z,47.5,246,1.9496607,-0.13772216
2020-06-21T12:00:00Z,48,246,2.5096605,0.46227783
2020-06-21T15:00:00Z,47,246,1.0924366,0.12671386
